날짜,시군구지역코드,발생건수(건)
2023-05-05,26440,762
2023-05-05,26470,347
2023-05-05,26500,302
2023-05-05,26530,388
2023-05-05,26710,565
2023-05-05,27110,159
2023-05-05,27140,1155
2023-05-05,27170,205
2023-05-05,27200,196
2023-05-05,27230,1079
2023-05-05,27260,967
2023-05-05,27290,1286
2023-05-05,27710,959
2023-05-05,28110,575
2023-05-05,28140,108
2023-05-05,28185,1753
2023-05-05,28200,1426
2023-05-05,28237,826
2023-05-05,28245,453
2023-05-05,28260,1815
2023-05-05,28710,88
2023-05-05,28720,39
2023-05-05,29110,222
2023-05-05,29140,859
2023-05-05,29155,582
2023-05-05,29170,990
2023-05-05,29200,1256
2023-05-05,30110,817
2023-05-05,30140,782
2023-05-05,30170,2308
2023-05-05,30200,1663
2023-05-05,30230,831
2023-05-05,31110,543
2023-05-05,31140,729
2023-05-05,31170,508
2023-05-05,31200,892
2023-05-05,31710,561
2023-05-05,36110,2278
2023-05-05,41111,956
2023-05-05,41113,1456
2023-05-05,41115,558
2023-05-05,41117,1503
2023-05-05,41131,548
2023-05-05,41133,440
2023-05-05,41135,1204
2023-05-05,41150,1319
2023-05-05,41171,505
2023-05-05,41173,998
2023-05-05,41190,1942
2023-05-05,41210,791
2023-05-05,41220,2646
2023-05-05,41250,229
2023-05-05,41271,876
2023-05-05,41273,956
2023-05-05,41281,1411
2023-05-05,41285,669
2023-05-05,41287,955
2023-05-05,41290,248
2023-05-05,41310,405
2023-05-05,41360,1670
2023-05-05,41370,1183
2023-05-05,41390,2115
2023-05-05,41410,927
